sales_order_id,date_key,store_key,product_key,channel,quantity,gross_amount,discount_amount,net_amount,cost_amount
100096,2024-01-02,1,3,Mobile Order,1,4.25,0.0,4.25,1.2
100097,2024-01-02,1,6,In Store,1,4.6,0.0,4.6,1.3
100098,2024-01-02,1,3,In Store,2,8.5,0.85,7.65,2.4
100099,2024-01-02,1,3,Mobile Order,3,12.75,0.0,12.75,3.6
100100,2024-01-02,1,1,Mobile Order,2,5.5,0.0,5.5,1.4
100101,2024-01-02,1,4,In Store,1,5.1,0.0,5.1,1.45
100102,2024-01-02,1,10,Delivery,1,3.95,0.0,3.95,1.4
100103,2024-01-02,1,4,Delivery,1,5.1,0.0,5.1,1.45
100104,2024-01-02,2,5,Mobile Order,1,4.1,0.41,3.69,1.15
100105,2024-01-02,2,9,Mobile Order,1,3.4,0.0,3.4,1.1
100106,2024-01-02,2,6,In Store,2,9.2,0.0,9.2,2.6
100107,2024-01-02,2,11,In Store,1,6.5,0.0,6.5,2.6
100108,2024-01-02,2,5,In Store,1,4.1,0.0,4.1,1.15
100109,2024-01-02,2,2,Mobile Order,1,3.5,0.0,3.5,0.95
100110,2024-01-02,2,1,In Store,3,8.25,0.0,8.25,2.1
100111,2024-01-02,2,2,Mobile Order,2,7.0,0.0,7.0,1.9
100112,2024-01-02,2,1,In Store,1,2.75,0.55,2.2,0.7
100113,2024-01-02,3,1,Delivery,2,5.5,0.0,5.5,1.4
100114,2024-01-02,3,6,In Store,2,9.2,0.0,9.2,2.6
100115,2024-01-02,3,2,Mobile Order,1,3.5,0.0,3.5,0.95
100116,2024-01-02,3,3,In Store,1,4.25,0.0,4.25,1.2
100117,2024-01-02,3,9,Mobile Order,1,3.4,0.0,3.4,1.1
100118,2024-01-02,3,3,Mobile Order,1,4.25,0.0,4.25,1.2
100119,2024-01-02,3,3,In Store,1,4.25,0.0,4.25,1.2
100120,2024-01-02,4,9,Mobile Order,1,3.4,0.0,3.4,1.1
100121,2024-01-02,4,3,In Store,1,4.25,0.0,4.25,1.2
100122,2024-01-02,4,12,In Store,2,32.0,0.0,32.0,15.0
100123,2024-01-02,4,7,Delivery,1,4.75,0.0,4.75,1.35
100124,2024-01-02,4,5,In Store,1,4.1,0.0,4.1,1.15
100125,2024-01-02,4,9,Mobile Order,1,3.4,0.0,3.4,1.1
100126,2024-01-02,4,10,Mobile Order,1,3.95,0.0,3.95,1.4
100127,2024-01-02,4,5,Mobile Order,1,4.1,0.0,4.1,1.15
100128,2024-01-02,4,2,Mobile Order,2,7.0,0.0,7.0,1.9
100129,2024-01-02,4,1,In Store,1,2.75,0.0,2.75,0.7
100130,2024-01-02,4,6,Mobile Order,2,9.2,0.0,9.2,2.6
100131,2024-01-02,5,3,In Store,1,4.25,0.43,3.82,1.2
100132,2024-01-02,5,5,Delivery,1,4.1,0.0,4.1,1.15
100133,2024-01-02,5,4,In Store,1,5.1,0.0,5.1,1.45
100134,2024-01-02,5,6,Mobile Order,3,13.8,1.38,12.42,3.9
100135,2024-01-02,5,1,Mobile Order,2,5.5,0.0,5.5,1.4
100136,2024-01-02,5,4,Delivery,1,5.1,0.51,4.59,1.45
100137,2024-01-02,5,4,In Store,1,5.1,0.0,5.1,1.45
100138,2024-01-02,6,1,Mobile Order,1,2.75,0.0,2.75,0.7
100139,2024-01-02,6,1,Delivery,1,2.75,0.28,2.47,0.7
100140,2024-01-02,6,6,In Store,2,9.2,0.0,9.2,2.6
100141,2024-01-02,6,10,In Store,3,11.85,1.19,10.66,4.2
100142,2024-01-02,6,3,In Store,1,4.25,0.0,4.25,1.2
100143,2024-01-02,6,3,In Store,1,4.25,0.0,4.25,1.2
100144,2024-01-02,6,2,Mobile Order,3,10.5,0.0,10.5,2.85
100145,2024-01-02,6,7,In Store,1,4.75,0.0,4.75,1.35
100146,2024-01-02,7,4,Delivery,2,10.2,0.0,10.2,2.9
100147,2024-01-02,7,3,Mobile Order,1,4.25,0.0,4.25,1.2
100148,2024-01-02,7,9,In Store,1,3.4,0.0,3.4,1.1
100149,2024-01-02,7,9,In Store,2,6.8,0.0,6.8,2.2
100150,2024-01-02,7,4,Mobile Order,2,10.2,0.0,10.2,2.9
100151,2024-01-02,7,3,Mobile Order,2,8.5,0.0,8.5,2.4
100152,2024-01-02,7,5,In Store,1,4.1,0.0,4.1,1.15
100153,2024-01-02,7,5,Delivery,2,8.2,0.0,8.2,2.3
100154,2024-01-02,8,10,Delivery,1,3.95,0.0,3.95,1.4
100155,2024-01-02,8,2,In Store,1,3.5,0.0,3.5,0.95
100156,2024-01-02,8,2,Mobile Order,1,3.5,0.0,3.5,0.95
100157,2024-01-02,8,3,In Store,1,4.25,0.0,4.25,1.2
100158,2024-01-02,8,6,In Store,1,4.6,0.0,4.6,1.3
100159,2024-01-03,1,4,Mobile Order,1,5.1,0.0,5.1,1.45
100160,2024-01-03,1,9,Mobile Order,2,6.8,0.0,6.8,2.2
100161,2024-01-03,1,5,Delivery,1,4.1,0.0,4.1,1.15
100162,2024-01-03,1,7,Delivery,1,4.75,0.0,4.75,1.35
100163,2024-01-03,1,5,In Store,2,8.2,0.0,8.2,2.3
100164,2024-01-03,1,3,In Store,1,4.25,0.0,4.25,1.2
100165,2024-01-03,1,7,In Store,1,4.75,0.0,4.75,1.35
100166,2024-01-03,1,7,In Store,1,4.75,0.0,4.75,1.35
100167,2024-01-03,1,11,In Store,2,13.0,0.0,13.0,5.2
100168,2024-01-03,1,8,In Store,1,3.2,0.0,3.2,0.6
100169,2024-01-03,1,10,In Store,1,3.95,0.0,3.95,1.4
100170,2024-01-03,1,3,In Store,1,4.25,0.0,4.25,1.2
100171,2024-01-03,1,7,In Store,2,9.5,0.0,9.5,2.7
100172,2024-01-03,1,7,In Store,1,4.75,0.0,4.75,1.35
100173,2024-01-03,1,6,Mobile Order,2,9.2,0.0,9.2,2.6
100174,2024-01-03,1,2,In Store,2,7.0,0.0,7.0,1.9
100175,2024-01-03,2,6,Mobile Order,1,4.6,0.92,3.68,1.3
100176,2024-01-03,2,3,In Store,2,8.5,0.0,8.5,2.4
100177,2024-01-03,2,7,Mobile Order,2,9.5,0.0,9.5,2.7
100178,2024-01-03,2,3,Delivery,1,4.25,0.0,4.25,1.2
100179,2024-01-03,2,9,Delivery,2,6.8,0.68,6.12,2.2
100180,2024-01-03,2,9,In Store,3,10.2,0.0,10.2,3.3
100181,2024-01-03,2,3,In Store,1,4.25,0.0,4.25,1.2
100182,2024-01-03,2,6,Mobile Order,1,4.6,0.46,4.14,1.3
100183,2024-01-03,2,2,In Store,2,7.0,0.0,7.0,1.9
100184,2024-01-03,3,3,Mobile Order,1,4.25,0.0,4.25,1.2
100185,2024-01-03,3,10,Delivery,2,7.9,0.0,7.9,2.8
100186,2024-01-03,3,5,Mobile Order,2,8.2,0.0,8.2,2.3
100187,2024-01-03,3,5,In Store,4,16.4,1.64,14.76,4.6
100188,2024-01-03,3,9,In Store,1,3.4,0.0,3.4,1.1
100189,2024-01-03,3,2,Mobile Order,1,3.5,0.0,3.5,0.95
100190,2024-01-03,3,1,In Store,1,2.75,0.0,2.75,0.7
100191,2024-01-03,3,1,Mobile Order,2,5.5,0.0,5.5,1.4
100192,2024-01-03,3,7,Delivery,2,9.5,0.0,9.5,2.7
100193,2024-01-03,3,7,In Store,1,4.75,0.0,4.75,1.35
100194,2024-01-03,3,9,In Store,1,3.4,0.0,3.4,1.1
100195,2024-01-03,3,7,In Store,2,9.5,0.95,8.55,2.7
100196,2024-01-03,4,5,Mobile Order,1,4.1,0.82,3.28,1.15
100197,2024-01-03,4,3,In Store,1,4.25,0.0,4.25,1.2
100198,2024-01-03,4,11,Mobile Order,1,6.5,0.65,5.85,2.6
100199,2024-01-03,4,2,Delivery,1,3.5,0.0,3.5,0.95
100200,2024-01-03,4,5,In Store,2,8.2,0.0,8.2,2.3
100201,2024-01-03,4,6,In Store,1,4.6,0.0,4.6,1.3
100202,2024-01-03,4,10,In Store,1,3.95,0.4,3.55,1.4
100203,2024-01-03,4,3,Delivery,1,4.25,0.43,3.82,1.2
100204,2024-01-03,4,1,In Store,1,2.75,0.28,2.47,0.7
100205,2024-01-03,4,9,Mobile Order,1,3.4,0.0,3.4,1.1
100206,2024-01-03,5,5,In Store,1,4.1,0.0,4.1,1.15
100207,2024-01-03,5,8,Mobile Order,1,3.2,0.0,3.2,0.6
100208,2024-01-03,5,8,In Store,1,3.2,0.0,3.2,0.6
100209,2024-01-03,5,5,In Store,1,4.1,0.0,4.1,1.15
100210,2024-01-03,5,7,In Store,1,4.75,0.0,4.75,1.35
100211,2024-01-03,5,5,In Store,1,4.1,0.0,4.1,1.15
100212,2024-01-03,5,2,Mobile Order,1,3.5,0.0,3.5,0.95
100213,2024-01-03,5,5,In Store,1,4.1,0.0,4.1,1.15
100214,2024-01-03,5,7,Delivery,1,4.75,0.0,4.75,1.35
100215,2024-01-03,5,3,In Store,1,4.25,0.0,4.25,1.2
100216,2024-01-03,6,9,In Store,1,3.4,0.0,3.4,1.1
100217,2024-01-03,6,8,In Store,1,3.2,0.0,3.2,0.6
100218,2024-01-03,6,4,In Store,1,5.1,0.0,5.1,1.45
100219,2024-01-03,6,10,In Store,1,3.95,0.0,3.95,1.4
100220,2024-01-03,6,6,In Store,2,9.2,0.0,9.2,2.6
100221,2024-01-03,6,7,In Store,1,4.75,0.0,4.75,1.35
100222,2024-01-03,6,6,Mobile Order,2,9.2,0.0,9.2,2.6
100223,2024-01-03,6,10,In Store,3,11.85,0.0,11.85,4.2
100224,2024-01-03,6,3,In Store,1,4.25,0.0,4.25,1.2
100225,2024-01-03,6,10,In Store,4,15.8,0.0,15.8,5.6
100226,2024-01-03,6,3,In Store,1,4.25,0.0,4.25,1.2
100227,2024-01-03,6,9,In Store,3,10.2,0.0,10.2,3.3
100228,2024-01-03,6,2,In Store,3,10.5,0.0,10.5,2.85
100229,2024-01-03,6,2,Mobile Order,1,3.5,0.0,3.5,0.95
100230,2024-01-03,6,2,In Store,3,10.5,0.0,10.5,2.85
100231,2024-01-03,7,3,In Store,2,8.5,0.0,8.5,2.4
100232,2024-01-03,7,2,In Store,1,3.5,0.0,3.5,0.95
100233,2024-01-03,7,7,In Store,2,9.5,0.0,9.5,2.7
100234,2024-01-03,7,5,Mobile Order,2,8.2,0.0,8.2,2.3
100235,2024-01-03,7,9,In Store,2,6.8,0.0,6.8,2.2
100236,2024-01-03,7,5,Mobile Order,1,4.1,0.0,4.1,1.15
100237,2024-01-03,7,11,In Store,1,6.5,0.0,6.5,2.6
100238,2024-01-03,8,9,Mobile Order,2,6.8,1.36,5.44,2.2
100239,2024-01-03,8,3,In Store,1,4.25,0.43,3.82,1.2
100240,2024-01-03,8,9,In Store,1,3.4,0.0,3.4,1.1
100241,2024-01-03,8,7,In Store,2,9.5,0.0,9.5,2.7
100242,2024-01-03,8,9,In Store,1,3.4,0.0,3.4,1.1
100243,2024-01-04,1,8,In Store,2,6.4,0.64,5.76,1.2
100244,2024-01-04,1,8,In Store,2,6.4,0.0,6.4,1.2
100245,2024-01-04,1,8,In Store,2,6.4,0.0,6.4,1.2
100246,2024-01-04,1,3,Mobile Order,2,8.5,0.0,8.5,2.4
100247,2024-01-04,1,2,In Store,1,3.5,0.0,3.5,0.95
100248,2024-01-04,1,8,In Store,2,6.4,0.0,6.4,1.2
100249,2024-01-04,1,2,Mobile Order,2,7.0,0.0,7.0,1.9
100250,2024-01-04,1,3,In Store,2,8.5,0.0,8.5,2.4
100251,2024-01-04,1,4,Delivery,1,5.1,0.0,5.1,1.45
100252,2024-01-04,1,10,In Store,3,11.85,0.0,11.85,4.2
100253,2024-01-04,1,2,Mobile Order,3,10.5,0.0,10.5,2.85
100254,2024-01-04,1,7,In Store,1,4.75,0.48,4.27,1.35
100255,2024-01-04,1,3,Mobile Order,2,8.5,0.0,8.5,2.4
100256,2024-01-04,1,10,Delivery,1,3.95,0.0,3.95,1.4
100257,2024-01-04,1,3,In Store,1,4.25,0.0,4.25,1.2
100258,2024-01-04,1,4,Delivery,1,5.1,0.0,5.1,1.45
100259,2024-01-04,1,2,In Store,1,3.5,0.0,3.5,0.95
100260,2024-01-04,2,3,In Store,2,8.5,0.0,8.5,2.4
100261,2024-01-04,2,2,Mobile Order,2,7.0,0.0,7.0,1.9
100262,2024-01-04,2,10,Delivery,1,3.95,0.4,3.55,1.4
100263,2024-01-04,2,6,Mobile Order,1,4.6,0.46,4.14,1.3
100264,2024-01-04,2,9,Mobile Order,1,3.4,0.0,3.4,1.1
100265,2024-01-04,2,5,In Store,2,8.2,0.0,8.2,2.3
100266,2024-01-04,2,5,In Store,2,8.2,0.0,8.2,2.3
100267,2024-01-04,2,3,Mobile Order,1,4.25,0.0,4.25,1.2
100268,2024-01-04,2,9,In Store,1,3.4,0.68,2.72,1.1
100269,2024-01-04,3,11,Mobile Order,2,13.0,1.3,11.7,5.2
100270,2024-01-04,3,11,In Store,1,6.5,0.0,6.5,2.6
100271,2024-01-04,3,4,In Store,2,10.2,0.0,10.2,2.9
100272,2024-01-04,3,3,In Store,1,4.25,0.0,4.25,1.2
100273,2024-01-04,3,3,Mobile Order,1,4.25,0.0,4.25,1.2
100274,2024-01-04,3,11,Delivery,2,13.0,0.0,13.0,5.2
100275,2024-01-04,3,5,Delivery,1,4.1,0.0,4.1,1.15
100276,2024-01-04,3,2,Mobile Order,1,3.5,0.0,3.5,0.95
100277,2024-01-04,3,4,Delivery,1,5.1,0.0,5.1,1.45
100278,2024-01-04,3,1,In Store,1,2.75,0.0,2.75,0.7
100279,2024-01-04,3,4,In Store,2,10.2,0.0,10.2,2.9
100280,2024-01-04,4,9,In Store,1,3.4,0.0,3.4,1.1
100281,2024-01-04,4,9,In Store,1,3.4,0.0,3.4,1.1
100282,2024-01-04,4,3,Mobile Order,3,12.75,0.0,12.75,3.6
100283,2024-01-04,4,5,In Store,2,8.2,0.0,8.2,2.3
100284,2024-01-04,4,2,Mobile Order,4,14.0,0.0,14.0,3.8
100285,2024-01-04,4,9,In Store,1,3.4,0.0,3.4,1.1
100286,2024-01-04,4,7,Mobile Order,1,4.75,0.0,4.75,1.35
100287,2024-01-04,4,10,Mobile Order,2,7.9,0.0,7.9,2.8
100288,2024-01-04,4,3,In Store,1,4.25,0.0,4.25,1.2
100289,2024-01-04,4,2,In Store,1,3.5,0.0,3.5,0.95
100290,2024-01-04,4,6,In Store,2,9.2,0.0,9.2,2.6
100291,2024-01-04,4,9,In Store,4,13.6,0.0,13.6,4.4
100292,2024-01-04,5,1,In Store,2,5.5,0.0,5.5,1.4
100293,2024-01-04,5,3,Delivery,1,4.25,0.85,3.4,1.2
100294,2024-01-04,5,2,In Store,1,3.5,0.0,3.5,0.95
100295,2024-01-04,5,7,Mobile Order,3,14.25,0.0,14.25,4.05
100296,2024-01-04,5,4,In Store,1,5.1,0.0,5.1,1.45
100297,2024-01-04,5,3,In Store,1,4.25,0.0,4.25,1.2
100298,2024-01-04,5,2,In Store,1,3.5,0.0,3.5,0.95
100299,2024-01-04,5,1,In Store,1,2.75,0.0,2.75,0.7
100300,2024-01-04,5,12,In Store,1,16.0,0.0,16.0,7.5
100301,2024-01-04,6,9,Mobile Order,3,10.2,0.0,10.2,3.3
100302,2024-01-04,6,3,In Store,1,4.25,0.0,4.25,1.2
100303,2024-01-04,6,7,In Store,2,9.5,0.0,9.5,2.7
100304,2024-01-04,6,3,In Store,1,4.25,0.0,4.25,1.2
100305,2024-01-04,6,6,In Store,1,4.6,0.0,4.6,1.3
100306,2024-01-04,6,9,Mobile Order,2,6.8,0.0,6.8,2.2
100307,2024-01-04,6,3,Mobile Order,1,4.25,0.0,4.25,1.2
100308,2024-01-04,6,11,In Store,1,6.5,0.0,6.5,2.6
100309,2024-01-04,6,7,Mobile Order,1,4.75,0.0,4.75,1.35
100310,2024-01-04,6,3,Delivery,2,8.5,0.0,8.5,2.4
100311,2024-01-04,6,5,Delivery,2,8.2,0.0,8.2,2.3
100312,2024-01-04,6,7,In Store,1,4.75,0.0,4.75,1.35
100313,2024-01-04,6,8,In Store,1,3.2,0.0,3.2,0.6
100314,2024-01-04,6,1,In Store,1,2.75,0.0,2.75,0.7
100315,2024-01-04,6,10,Mobile Order,2,7.9,0.0,7.9,2.8
100316,2024-01-04,6,1,In Store,1,2.75,0.0,2.75,0.7
100317,2024-01-04,6,7,In Store,2,9.5,0.95,8.55,2.7
100318,2024-01-04,7,6,Delivery,1,4.6,0.0,4.6,1.3
100319,2024-01-04,7,1,Delivery,1,2.75,0.0,2.75,0.7
100320,2024-01-04,7,4,Mobile Order,2,10.2,1.02,9.18,2.9
100321,2024-01-04,7,11,In Store,1,6.5,0.65,5.85,2.6
100322,2024-01-04,7,2,Mobile Order,2,7.0,0.0,7.0,1.9
100323,2024-01-04,7,10,In Store,2,7.9,0.0,7.9,2.8
100324,2024-01-04,7,11,In Store,1,6.5,0.0,6.5,2.6
100325,2024-01-04,7,3,In Store,2,8.5,0.0,8.5,2.4
100326,2024-01-04,7,4,In Store,1,5.1,0.0,5.1,1.45
100327,2024-01-04,7,9,In Store,2,6.8,0.0,6.8,2.2
100328,2024-01-04,8,8,In Store,1,3.2,0.0,3.2,0.6
100329,2024-01-04,8,4,In Store,2,10.2,0.0,10.2,2.9
100330,2024-01-04,8,3,In Store,1,4.25,0.0,4.25,1.2
100331,2024-01-04,8,9,In Store,1,3.4,0.0,3.4,1.1
100332,2024-01-05,1,12,In Store,1,16.0,0.0,16.0,7.5
100333,2024-01-05,1,3,In Store,1,4.25,0.0,4.25,1.2
100334,2024-01-05,1,8,In Store,3,9.6,0.0,9.6,1.8
100335,2024-01-05,1,2,Mobile Order,2,7.0,0.0,7.0,1.9
100336,2024-01-05,1,4,In Store,2,10.2,0.0,10.2,2.9
100337,2024-01-05,1,1,In Store,1,2.75,0.0,2.75,0.7
100338,2024-01-05,1,3,In Store,1,4.25,0.0,4.25,1.2
100339,2024-01-05,1,3,Delivery,1,4.25,0.0,4.25,1.2
100340,2024-01-05,1,3,Mobile Order,2,8.5,0.0,8.5,2.4
100341,2024-01-05,1,1,In Store,1,2.75,0.0,2.75,0.7
100342,2024-01-05,1,5,Mobile Order,1,4.1,0.41,3.69,1.15
100343,2024-01-05,1,2,In Store,2,7.0,0.0,7.0,1.9
100344,2024-01-05,1,12,In Store,1,16.0,0.0,16.0,7.5
100345,2024-01-05,1,3,In Store,1,4.25,0.0,4.25,1.2
100346,2024-01-05,1,5,In Store,2,8.2,0.0,8.2,2.3
100347,2024-01-05,1,8,In Store,1,3.2,0.0,3.2,0.6
100348,2024-01-05,1,3,Delivery,1,4.25,0.0,4.25,1.2
100349,2024-01-05,1,1,In Store,4,11.0,0.0,11.0,2.8
100350,2024-01-05,1,7,Mobile Order,1,4.75,0.0,4.75,1.35
100351,2024-01-05,1,10,In Store,2,7.9,0.0,7.9,2.8
100352,2024-01-05,1,6,In Store,2,9.2,0.0,9.2,2.6
100353,2024-01-05,1,7,In Store,2,9.5,0.95,8.55,2.7
100354,2024-01-05,2,3,In Store,1,4.25,0.0,4.25,1.2
100355,2024-01-05,2,8,In Store,1,3.2,0.0,3.2,0.6
100356,2024-01-05,2,4,In Store,2,10.2,0.0,10.2,2.9
100357,2024-01-05,2,4,In Store,2,10.2,0.0,10.2,2.9
100358,2024-01-05,2,4,Mobile Order,2,10.2,0.0,10.2,2.9
100359,2024-01-05,2,5,In Store,1,4.1,0.0,4.1,1.15
100360,2024-01-05,2,2,Mobile Order,1,3.5,0.35,3.15,0.95
100361,2024-01-05,2,5,Mobile Order,2,8.2,0.82,7.38,2.3
100362,2024-01-05,2,6,In Store,1,4.6,0.92,3.68,1.3
100363,2024-01-05,3,5,Mobile Order,1,4.1,0.0,4.1,1.15
100364,2024-01-05,3,7,Mobile Order,3,14.25,0.0,14.25,4.05
100365,2024-01-05,3,5,In Store,1,4.1,0.0,4.1,1.15
100366,2024-01-05,3,11,In Store,1,6.5,0.0,6.5,2.6
100367,2024-01-05,3,4,In Store,1,5.1,0.0,5.1,1.45
100368,2024-01-05,3,11,Mobile Order,1,6.5,0.0,6.5,2.6
100369,2024-01-05,3,11,In Store,2,13.0,2.6,10.4,5.2
100370,2024-01-05,3,4,In Store,1,5.1,0.0,5.1,1.45
100371,2024-01-05,3,11,Mobile Order,1,6.5,0.0,6.5,2.6
100372,2024-01-05,4,8,In Store,1,3.2,0.0,3.2,0.6
100373,2024-01-05,4,7,In Store,2,9.5,0.0,9.5,2.7
100374,2024-01-05,4,5,In Store,1,4.1,0.0,4.1,1.15
100375,2024-01-05,4,3,Delivery,1,4.25,0.0,4.25,1.2
100376,2024-01-05,4,8,In Store,3,9.6,0.96,8.64,1.8
